country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
MM,,,,194734.56,3.4769921490565476,Small Hydropower Plant (<10MW)
MM,,,,194734.56,13.850164058571202,Onshore Wind
MM,,,,194734.56,44.50344039,Offshore Wind
MM,,,,194734.56,275.48967427306917,Utility-scale PV with 2 hour storage
MM,,,,194734.56,0,Onshore Wind power plant with storage
MM,,,,194734.56,19.44084456941415,Solar PV (Distributed with Storage)
MM,,,,194734.56,5.031249327,Off-grid Hydropower
MM,,,,194734.56,0.000898359,Electricity Exports
MM,,,,194734.56,18.837413695368163,Gas Power Plant (SCGT)
MM,,,,194734.56,139.9877785084103,Coal Power Plant
MM,,,,194734.56,192.38831588302725,Gasoline Motorcycle
MM,,,,194734.56,275.85378373820896,Gasoline Car
MM,,,,194734.56,108.02230251280443,Gasoline Bus + Rail
MM,,,,194734.56,489.3164342890867,Industry Biomass Heating 
MM,,,,194734.56,21.694616559925883,Residential Electric Stove
MM,,,,194734.56,994.7594391829881,Industry Coal Heating
MM,,,,194734.56,2.689335851981916,Residential LPG/Kerosene Stove
MM,,,,194734.56,748.6911040219455,Residential Biomass Stove
MM,,,,194734.56,933.8851055173709,Residential Biomass Heating
MM,,,,194734.56,191.1406577791672,Commercial Biomass Heating 
MM,,,,194734.56,0,Industry Natural Gas Heating
MM,,,,194734.56,20723.85537672996,Biomass Extraction
MM,,,,194734.56,331.2010612,Coal Extraction
MM,,,,194734.56,0.41259676791106176,Geothermal Potential
MM,,,,194734.56,0.12904899812456858,Hydro Potential
MM,,,,194734.56,1654.088841512586,Natural Gas Extraction
MM,,,,194734.56,1810.3855693710461,Crude Oil Extraction
MM,,,,194734.56,0.003052209,Solar Potential
MM,,,,194734.56,6.639089919127723e-05,Wind Potential
MM,,,,194734.56,3038.983535909873,Coal Imports
MM,,,,194734.56,81331.82036,Light Fuel Oil Imports
MM,,,,220413.2,395.0844076318146,Electricity Distribution
MM,,,,220413.2,6084.503977174365,Geothermal Power Plant
MM,,,,220413.2,1605.5392840496745,Gas Power Plant (CCGT)
MM,,,,220413.2,790.1688170899333,Electricity Transmission
MM,,,,220413.2,432.31388399833014,Solar PV (Utility)
MM,,,,220413.2,0,CSP with Storage
MM,,,,220413.2,8755.643964504392,Large Hydropower Plant (Dam) (>100MW)
MM,,,,220413.2,329.0908914774549,Medium Hydropower Plant (10-100MW)
MM,,,,220413.2,0,Small Hydropower Plant (<10MW)
MM,,,,220413.2,13.56482838902962,Onshore Wind
MM,,,,220413.2,0,Offshore Wind
MM,,,,220413.2,329.97758460363895,Utility-scale PV with 2 hour storage
MM,,,,220413.2,0,Onshore Wind power plant with storage
MM,,,,220413.2,19.44084456941415,Solar PV (Distributed with Storage)
MM,,,,220413.2,4.642870750144289,Off-grid Hydropower
MM,,,,220413.2,0.000918836,Electricity Exports
MM,,,,220413.2,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,220413.2,303.1686188375978,Coal Power Plant
MM,,,,220413.2,192.38831588302725,Gasoline Motorcycle
MM,,,,220413.2,279.25033506940895,Gasoline Car
MM,,,,220413.2,108.02230251280443,Gasoline Bus + Rail
MM,,,,220413.2,503.9581671556571,Industry Biomass Heating 
MM,,,,220413.2,21.694616559925883,Residential Electric Stove
MM,,,,220413.2,1156.2864482123348,Industry Coal Heating
MM,,,,220413.2,2.6940857001479457,Residential LPG/Kerosene Stove
MM,,,,220413.2,750.5010404,Residential Biomass Stove
MM,,,,220413.2,954.9123316,Residential Biomass Heating
MM,,,,220413.2,196.2211256013586,Commercial Biomass Heating 
MM,,,,220413.2,0,Industry Natural Gas Heating
MM,,,,220413.2,20963.43628,Biomass Extraction
MM,,,,220413.2,331.2010612,Coal Extraction
MM,,,,220413.2,0.401611844,Geothermal Potential
MM,,,,220413.2,0.10199803468942016,Hydro Potential
MM,,,,220413.2,1654.1710810495795,Natural Gas Extraction
MM,,,,220413.2,1793.8056412974079,Crude Oil Extraction
MM,,,,220413.2,0.003423893,Solar Potential
MM,,,,220413.2,2.5627324003842047e-05,Wind Potential
MM,,,,220413.2,3779.295546252182,Coal Imports
MM,,,,220413.2,81404.09516545197,Light Fuel Oil Imports
MM,,,,244903.55,191.5235611711849,Electricity Distribution
MM,,,,244903.55,5770.00322,Geothermal Power Plant
MM,,,,244903.55,1792.969754863992,Gas Power Plant (CCGT)
MM,,,,244903.55,383.04713133907774,Electricity Transmission
MM,,,,244903.55,376.3189226,Solar PV (Utility)
MM,,,,244903.55,0,CSP with Storage
MM,,,,244903.55,3930.175505067834,Large Hydropower Plant (Dam) (>100MW)
MM,,,,244903.55,329.0908914774549,Medium Hydropower Plant (10-100MW)
MM,,,,244903.55,0,Small Hydropower Plant (<10MW)
MM,,,,244903.55,15.251204899747341,Onshore Wind
MM,,,,244903.55,0,Offshore Wind
MM,,,,244903.55,233.96967787344494,Utility-scale PV with 2 hour storage
MM,,,,244903.55,0,Onshore Wind power plant with storage
MM,,,,244903.55,19.44084456941415,Solar PV (Distributed with Storage)
MM,,,,244903.55,4.642870750144289,Off-grid Hydropower
MM,,,,244903.55,0.0008353,Electricity Exports
MM,,,,244903.55,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,244903.55,498.3330754,Coal Power Plant
MM,,,,244903.55,192.38831588302725,Gasoline Motorcycle
MM,,,,244903.55,293.9106467281149,Gasoline Car
MM,,,,244903.55,108.02230251280443,Gasoline Bus + Rail
MM,,,,244903.55,503.9581671556571,Industry Biomass Heating 
MM,,,,244903.55,16.026766901219048,Residential Electric Stove
MM,,,,244903.55,1405.7312905356148,Industry Coal Heating
MM,,,,244903.55,2.697678205482146,Residential LPG/Kerosene Stove
MM,,,,244903.55,759.0477024,Residential Biomass Stove
MM,,,,244903.55,954.9588984765486,Residential Biomass Heating
MM,,,,244903.55,196.2211256013586,Commercial Biomass Heating 
MM,,,,244903.55,0,Industry Natural Gas Heating
MM,,,,244903.55,21359.76808949153,Biomass Extraction
MM,,,,244903.55,331.2010612,Coal Extraction
MM,,,,244903.55,0.3816970976070922,Geothermal Potential
MM,,,,244903.55,0.067075643,Hydro Potential
MM,,,,244903.55,1914.437996559441,Natural Gas Extraction
MM,,,,244903.55,1793.8056412974079,Crude Oil Extraction
MM,,,,244903.55,0.003049466,Solar Potential
MM,,,,244903.55,2.5627324003842047e-05,Wind Potential
MM,,,,244903.55,5006.960987262101,Coal Imports
MM,,,,244903.55,81649.76509983065,Light Fuel Oil Imports
PH,,,,64431.649,1562.6049374724348,Electricity Distribution
PH,,,,64431.649,8168.193074489915,Geothermal Power Plant
PH,,,,64431.649,5927.405351688323,Gas Power Plant (CCGT)
PH,,,,64431.649,3313.9652162735265,Electricity Transmission
PH,,,,64431.649,12676.813850575258,Solar PV (Utility)
PH,,,,64431.649,82701.77939097455,CSP with Storage
PH,,,,64431.649,7834.981928714969,Large Hydropower Plant (Dam) (>100MW)
PH,,,,64431.649,419.21556776523846,Medium Hydropower Plant (10-100MW)
PH,,,,64431.649,1857.1164327318356,Small Hydropower Plant (<10MW)
PH,,,,64431.649,13991.378886226976,Onshore Wind
PH,,,,64431.649,10634.055557052858,Offshore Wind
PH,,,,64431.649,9581.643707,Utility-scale PV with 2 hour storage
PH,,,,64431.649,23251.45239796605,Onshore Wind power plant with storage
PH,,,,64431.649,14808.516878157476,Solar PV (Distributed with Storage)
PH,,,,64431.649,195.65338697857547,Off-grid Hydropower
PH,,,,64431.649,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,64431.649,4982.916275165361,Coal Power Plant
PH,,,,64431.649,0.32516080512483464,Electric Car
PH,,,,64431.649,938.1680061964877,Gasoline Motorcycle
PH,,,,64431.649,683.2137915827565,Gasoline Car
PH,,,,64431.649,207.9334757807669,Gasoline Bus + Rail
PH,,,,64431.649,634.2552155172116,Industry Biomass Heating 
PH,,,,64431.649,62.25102106149077,Residential Electric Stove
PH,,,,64431.649,25.770655913995206,Residential Oil Heating
PH,,,,64431.649,3.388662602246787,Commercial Oil Heating
PH,,,,64431.649,1479.575815908772,Industry Coal Heating
PH,,,,64431.649,112.64755648192201,Biomass Power Plant
PH,,,,64431.649,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,64431.649,91.52600985155375,Residential LPG/Kerosene Stove
PH,,,,64431.649,175.46018383983056,Residential Biomass Stove
PH,,,,64431.649,466.5713795790429,Residential Biomass Heating
PH,,,,64431.649,633.8954993393615,Commercial Biomass Heating 
PH,,,,64431.649,449.12873196103453,Industry Natural Gas Heating
PH,,,,64431.649,47683.89471722867,Backstop for TRACMCY
PH,,,,64431.649,351867.4979,Backstop for TRACAR
PH,,,,64431.649,8162.780896,Biomass Extraction
PH,,,,64431.649,20392.10392474221,Coal Extraction
PH,,,,64431.649,0.7422745464365249,Geothermal Potential
PH,,,,64431.649,0.064929783,Hydro Potential
PH,,,,64431.649,9923.234843122365,Natural Gas Extraction
PH,,,,64431.649,1474.9928988140548,Crude Oil Extraction
PH,,,,64431.649,0.17843549626675922,Solar Potential
PH,,,,64431.649,0.12071085105928625,Wind Potential
PH,,,,64431.649,375319.0268,Light Fuel Oil Imports
PH,,,,64431.649,0,Coal Imports
PH,,,,64431.649,0,Oil Fired Gas Turbine (SCGT)
PH,,,,128863.3,1263.048201861629,Electricity Distribution
PH,,,,128863.3,8168.193074489915,Geothermal Power Plant
PH,,,,128863.3,8687.786364860354,Gas Power Plant (CCGT)
PH,,,,128863.3,2670.1221353868873,Electricity Transmission
PH,,,,128863.3,12037.28474271804,Solar PV (Utility)
PH,,,,128863.3,33613.763389947024,CSP with Storage
PH,,,,128863.3,7941.319969168858,Large Hydropower Plant (Dam) (>100MW)
PH,,,,128863.3,419.21556776523846,Medium Hydropower Plant (10-100MW)
PH,,,,128863.3,1703.8792079461643,Small Hydropower Plant (<10MW)
PH,,,,128863.3,11618.686395781853,Onshore Wind
PH,,,,128863.3,8798.624782634985,Offshore Wind
PH,,,,128863.3,8686.122913,Utility-scale PV with 2 hour storage
PH,,,,128863.3,17398.26840618012,Onshore Wind power plant with storage
PH,,,,128863.3,12561.839248618346,Solar PV (Distributed with Storage)
PH,,,,128863.3,195.65338697857547,Off-grid Hydropower
PH,,,,128863.3,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,128863.3,4982.916275165361,Coal Power Plant
PH,,,,128863.3,0,Electric Car
PH,,,,128863.3,938.2181240167799,Gasoline Motorcycle
PH,,,,128863.3,849.1853829163964,Gasoline Car
PH,,,,128863.3,209.9144269253529,Gasoline Bus + Rail
PH,,,,128863.3,650.2350873689401,Industry Biomass Heating 
PH,,,,128863.3,62.25102106149077,Residential Electric Stove
PH,,,,128863.3,33.02862154410572,Residential Oil Heating
PH,,,,128863.3,31.863535661128722,Commercial Oil Heating
PH,,,,128863.3,1491.6802842030347,Industry Coal Heating
PH,,,,128863.3,112.64755648192201,Biomass Power Plant
PH,,,,128863.3,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,128863.3,88.76243293,Residential LPG/Kerosene Stove
PH,,,,128863.3,178.42560184415478,Residential Biomass Stove
PH,,,,128863.3,486.43460226858724,Residential Biomass Heating
PH,,,,128863.3,646.9124525822882,Commercial Biomass Heating 
PH,,,,128863.3,601.7752862495482,Industry Natural Gas Heating
PH,,,,128863.3,0,Backstop for TRACMCY
PH,,,,128863.3,0,Backstop for TRACAR
PH,,,,128863.3,8606.904713427486,Biomass Extraction
PH,,,,128863.3,20616.02717664682,Coal Extraction
PH,,,,128863.3,0.7422745464365249,Geothermal Potential
PH,,,,128863.3,0.064917815,Hydro Potential
PH,,,,128863.3,16451.745644920702,Natural Gas Extraction
PH,,,,128863.3,1474.9928988140548,Crude Oil Extraction
PH,,,,128863.3,0.1089973586879536,Solar Potential
PH,,,,128863.3,0.11287909267963694,Wind Potential
PH,,,,128863.3,379880.72198857483,Light Fuel Oil Imports
PH,,,,128863.3,277.0214027820114,Coal Imports
PH,,,,128863.3,0,Oil Fired Gas Turbine (SCGT)
PH,,,,193294.95,1001.8299621574355,Electricity Distribution
PH,,,,193294.95,8168.193074489915,Geothermal Power Plant
PH,,,,193294.95,9583.622134493442,Gas Power Plant (CCGT)
PH,,,,193294.95,2105.2254959914567,Electricity Transmission
PH,,,,193294.95,10736.313689977791,Solar PV (Utility)
PH,,,,193294.95,2661.537909188778,CSP with Storage
PH,,,,193294.95,7941.319969168858,Large Hydropower Plant (Dam) (>100MW)
PH,,,,193294.95,419.21556776523846,Medium Hydropower Plant (10-100MW)
PH,,,,193294.95,1533.859947116274,Small Hydropower Plant (<10MW)
PH,,,,193294.95,11086.705778501513,Onshore Wind
PH,,,,193294.95,8680.628978210483,Offshore Wind
PH,,,,193294.95,6843.297193219449,Utility-scale PV with 2 hour storage
PH,,,,193294.95,16084.870588176916,Onshore Wind power plant with storage
PH,,,,193294.95,9413.387408490737,Solar PV (Distributed with Storage)
PH,,,,193294.95,190.5687335809866,Off-grid Hydropower
PH,,,,193294.95,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,193294.95,4982.916275165361,Coal Power Plant
PH,,,,193294.95,0,Electric Car
PH,,,,193294.95,938.2181240167799,Gasoline Motorcycle
PH,,,,193294.95,986.7923067404987,Gasoline Car
PH,,,,193294.95,301.6661083397042,Gasoline Bus + Rail
PH,,,,193294.95,697.7552244,Industry Biomass Heating 
PH,,,,193294.95,62.25102106149077,Residential Electric Stove
PH,,,,193294.95,32.821300766852126,Residential Oil Heating
PH,,,,193294.95,34.335233396772644,Commercial Oil Heating
PH,,,,193294.95,1764.330533531742,Industry Coal Heating
PH,,,,193294.95,112.64755648192201,Biomass Power Plant
PH,,,,193294.95,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,193294.95,86.50511654420104,Residential LPG/Kerosene Stove
PH,,,,193294.95,183.6548836792916,Residential Biomass Stove
PH,,,,193294.95,516.8824701535993,Residential Biomass Heating
PH,,,,193294.95,689.9904407528207,Commercial Biomass Heating 
PH,,,,193294.95,383.3341065291349,Industry Natural Gas Heating
PH,,,,193294.95,0,Backstop for TRACMCY
PH,,,,193294.95,0,Backstop for TRACAR
PH,,,,193294.95,9350.431264166627,Biomass Extraction
PH,,,,193294.95,20670.41016052506,Coal Extraction
PH,,,,193294.95,0.7422745464365249,Geothermal Potential
PH,,,,193294.95,0.064373859,Hydro Potential
PH,,,,193294.95,15811.563840555575,Natural Gas Extraction
PH,,,,193294.95,1474.9928988140548,Crude Oil Extraction
PH,,,,193294.95,0.05993267,Solar Potential
PH,,,,193294.95,0.10876147056250762,Wind Potential
PH,,,,193294.95,383868.4068848714,Light Fuel Oil Imports
PH,,,,193294.95,1531.5195185488765,Coal Imports
PH,,,,193294.95,0,Oil Fired Gas Turbine (SCGT)
PH,,,,257726.6,952.2525751242638,Electricity Distribution
PH,,,,257726.6,8168.193074489915,Geothermal Power Plant
PH,,,,257726.6,9123.221190202816,Gas Power Plant (CCGT)
PH,,,,257726.6,1998.7697256550969,Electricity Transmission
PH,,,,257726.6,9440.158479355847,Solar PV (Utility)
PH,,,,257726.6,0,CSP with Storage
PH,,,,257726.6,7965.509131222565,Large Hydropower Plant (Dam) (>100MW)
PH,,,,257726.6,429.9575899637488,Medium Hydropower Plant (10-100MW)
PH,,,,257726.6,1155.3756708297697,Small Hydropower Plant (<10MW)
PH,,,,257726.6,9762.853031,Onshore Wind
PH,,,,257726.6,8618.643563489564,Offshore Wind
PH,,,,257726.6,5599.014167560294,Utility-scale PV with 2 hour storage
PH,,,,257726.6,13856.189495307675,Onshore Wind power plant with storage
PH,,,,257726.6,628.8948258740704,Solar PV (Distributed with Storage)
PH,,,,257726.6,139.95264886679956,Off-grid Hydropower
PH,,,,257726.6,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,257726.6,4982.916275165361,Coal Power Plant
PH,,,,257726.6,0,Electric Car
PH,,,,257726.6,938.2181240167799,Gasoline Motorcycle
PH,,,,257726.6,1207.0950763471387,Gasoline Car
PH,,,,257726.6,465.5443497936199,Gasoline Bus + Rail
PH,,,,257726.6,733.8859116,Industry Biomass Heating 
PH,,,,257726.6,62.25102106149077,Residential Electric Stove
PH,,,,257726.6,20.52167970834739,Residential Oil Heating
PH,,,,257726.6,23.589966444173502,Commercial Oil Heating
PH,,,,257726.6,1917.6296192066263,Industry Coal Heating
PH,,,,257726.6,112.64755648192201,Biomass Power Plant
PH,,,,257726.6,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,257726.6,80.41398561021923,Residential LPG/Kerosene Stove
PH,,,,257726.6,190.81304776387174,Residential Biomass Stove
PH,,,,257726.6,551.0486201421754,Residential Biomass Heating
PH,,,,257726.6,719.2435333287294,Commercial Biomass Heating 
PH,,,,257726.6,240.9586610660402,Industry Natural Gas Heating
PH,,,,257726.6,0,Backstop for TRACMCY
PH,,,,257726.6,0,Backstop for TRACAR
PH,,,,257726.6,10143.400198480183,Biomass Extraction
PH,,,,257726.6,20684.171895157975,Coal Extraction
PH,,,,257726.6,0.7422745464365249,Geothermal Potential
PH,,,,257726.6,0.063240299,Hydro Potential
PH,,,,257726.6,14813.71576332578,Natural Gas Extraction
PH,,,,257726.6,1474.9928988140548,Crude Oil Extraction
PH,,,,257726.6,0.038933829,Solar Potential
PH,,,,257726.6,0.099012957,Wind Potential
PH,,,,257726.6,385986.1506919459,Light Fuel Oil Imports
PH,,,,257726.6,2866.819240791371,Coal Imports
PH,,,,257726.6,0,Oil Fired Gas Turbine (SCGT)
PH,,,,322158.24,917.8033488601916,Electricity Distribution
PH,,,,322158.24,8168.193074489915,Geothermal Power Plant
PH,,,,322158.24,5436.556033947093,Gas Power Plant (CCGT)
PH,,,,322158.24,1925.5127043612854,Electricity Transmission
PH,,,,322158.24,9308.877722147161,Solar PV (Utility)
PH,,,,322158.24,0,CSP with Storage
PH,,,,322158.24,6897.848875298891,Large Hydropower Plant (Dam) (>100MW)
PH,,,,322158.24,391.87955906301625,Medium Hydropower Plant (10-100MW)
PH,,,,322158.24,1230.4646757752816,Small Hydropower Plant (<10MW)
PH,,,,322158.24,8953.579285639562,Onshore Wind
PH,,,,322158.24,8326.127298371206,Offshore Wind
PH,,,,322158.24,4331.744533,Utility-scale PV with 2 hour storage
PH,,,,322158.24,11800.130147203474,Onshore Wind power plant with storage
PH,,,,322158.24,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,322158.24,165.1566027635307,Off-grid Hydropower
PH,,,,322158.24,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,322158.24,5448.304934609472,Coal Power Plant
PH,,,,322158.24,0,Electric Car
PH,,,,322158.24,938.2181240167799,Gasoline Motorcycle
PH,,,,322158.24,1393.5922130233635,Gasoline Car
PH,,,,322158.24,469.5421765961891,Gasoline Bus + Rail
PH,,,,322158.24,744.9355519053767,Industry Biomass Heating 
PH,,,,322158.24,62.25102100418221,Residential Electric Stove
PH,,,,322158.24,0,Residential Oil Heating
PH,,,,322158.24,0,Commercial Oil Heating
PH,,,,322158.24,2061.6374375228334,Industry Coal Heating
PH,,,,322158.24,5851.8961357492535,Biomass Power Plant
PH,,,,322158.24,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,322158.24,76.38412446,Residential LPG/Kerosene Stove
PH,,,,322158.24,194.8715092334078,Residential Biomass Stove
PH,,,,322158.24,560.4094023688248,Residential Biomass Heating
PH,,,,322158.24,728.6907263863905,Commercial Biomass Heating 
PH,,,,322158.24,1.1464233273348656,Industry Natural Gas Heating
PH,,,,322158.24,0,Backstop for TRACMCY
PH,,,,322158.24,0,Backstop for TRACAR
PH,,,,322158.24,11817.235332247292,Biomass Extraction
PH,,,,322158.24,20684.614077992628,Coal Extraction
PH,,,,322158.24,0.7422745464365249,Geothermal Potential
PH,,,,322158.24,0.058699241569764325,Hydro Potential
PH,,,,322158.24,6930.532395587456,Natural Gas Extraction
PH,,,,322158.24,1474.9928988140548,Crude Oil Extraction
PH,,,,322158.24,0.037422473,Solar Potential
PH,,,,322158.24,0.089414888,Wind Potential
PH,,,,322158.24,387095.3603081517,Light Fuel Oil Imports
PH,,,,322158.24,4383.6505702701115,Coal Imports
PH,,,,322158.24,0,Oil Fired Gas Turbine (SCGT)
PH,,,,386589.89,900.6772432633304,Electricity Distribution
PH,,,,386589.89,8168.193074489915,Geothermal Power Plant
PH,,,,386589.89,2405.7661791614537,Gas Power Plant (CCGT)
PH,,,,386589.89,1888.974558177083,Electricity Transmission
PH,,,,386589.89,7865.075392038456,Solar PV (Utility)
PH,,,,386589.89,0,CSP with Storage
PH,,,,386589.89,6647.9769506923585,Large Hydropower Plant (Dam) (>100MW)
PH,,,,386589.89,388.49932309100524,Medium Hydropower Plant (10-100MW)
PH,,,,386589.89,1303.248574459913,Small Hydropower Plant (<10MW)
PH,,,,386589.89,8076.202926772512,Onshore Wind
PH,,,,386589.89,7937.791754498077,Offshore Wind
PH,,,,386589.89,3805.544450771188,Utility-scale PV with 2 hour storage
PH,,,,386589.89,8101.790728017531,Onshore Wind power plant with storage
PH,,,,386589.89,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,386589.89,165.1300924096606,Off-grid Hydropower
PH,,,,386589.89,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,386589.89,5485.450805550653,Coal Power Plant
PH,,,,386589.89,0,Electric Car
PH,,,,386589.89,938.2181240167799,Gasoline Motorcycle
PH,,,,386589.89,1393.5922130233635,Gasoline Car
PH,,,,386589.89,469.5421765961891,Gasoline Bus + Rail
PH,,,,386589.89,744.9355519053767,Industry Biomass Heating 
PH,,,,386589.89,62.25102106149077,Residential Electric Stove
PH,,,,386589.89,0,Residential Oil Heating
PH,,,,386589.89,0,Commercial Oil Heating
PH,,,,386589.89,2085.081471596778,Industry Coal Heating
PH,,,,386589.89,13659.836135127058,Biomass Power Plant
PH,,,,386589.89,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,386589.89,76.35072815526586,Residential LPG/Kerosene Stove
PH,,,,386589.89,195.9313598750838,Residential Biomass Stove
PH,,,,386589.89,560.4094023688248,Residential Biomass Heating
PH,,,,386589.89,728.6907263863905,Commercial Biomass Heating 
PH,,,,386589.89,0,Industry Natural Gas Heating
PH,,,,386589.89,0,Backstop for TRACMCY
PH,,,,386589.89,0,Backstop for TRACAR
PH,,,,386589.89,13638.36577135338,Biomass Extraction
PH,,,,386589.89,20609.074301046472,Coal Extraction
PH,,,,386589.89,0.7422745464365249,Geothermal Potential
PH,,,,386589.89,0.057838467033945656,Hydro Potential
PH,,,,386589.89,2691.532774493671,Natural Gas Extraction
PH,,,,386589.89,1474.9928988140548,Crude Oil Extraction
PH,,,,386589.89,0.031774188700131135,Solar Potential
PH,,,,386589.89,0.074775706,Wind Potential
PH,,,,386589.89,386330.4626543276,Light Fuel Oil Imports
PH,,,,386589.89,4272.235909,Coal Imports
PH,,,,386589.89,0,Oil Fired Gas Turbine (SCGT)
PH,,,,451021.54,898.7512281685179,Electricity Distribution
PH,,,,451021.54,8168.193074489915,Geothermal Power Plant
PH,,,,451021.54,1398.9293272408595,Gas Power Plant (CCGT)
PH,,,,451021.54,1885.119157361341,Electricity Transmission
PH,,,,451021.54,7256.167614527554,Solar PV (Utility)
PH,,,,451021.54,0,CSP with Storage
PH,,,,451021.54,6349.281606,Large Hydropower Plant (Dam) (>100MW)
PH,,,,451021.54,367.02864206099605,Medium Hydropower Plant (10-100MW)
PH,,,,451021.54,1028.720383755931,Small Hydropower Plant (<10MW)
PH,,,,451021.54,6777.628252536011,Onshore Wind
PH,,,,451021.54,5771.674718485871,Offshore Wind
PH,,,,451021.54,3492.7180299403135,Utility-scale PV with 2 hour storage
PH,,,,451021.54,3420.8586416049093,Onshore Wind power plant with storage
PH,,,,451021.54,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,451021.54,137.66821037093553,Off-grid Hydropower
PH,,,,451021.54,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,451021.54,7422.698746582667,Coal Power Plant
PH,,,,451021.54,0,Electric Car
PH,,,,451021.54,938.2181240167799,Gasoline Motorcycle
PH,,,,451021.54,1393.5922130233635,Gasoline Car
PH,,,,451021.54,469.5421765961891,Gasoline Bus + Rail
PH,,,,451021.54,744.9355519053767,Industry Biomass Heating 
PH,,,,451021.54,62.25102100418221,Residential Electric Stove
PH,,,,451021.54,0,Residential Oil Heating
PH,,,,451021.54,0,Commercial Oil Heating
PH,,,,451021.54,2085.227832154487,Industry Coal Heating
PH,,,,451021.54,15983.191295125836,Biomass Power Plant
PH,,,,451021.54,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,451021.54,76.35072815526586,Residential LPG/Kerosene Stove
PH,,,,451021.54,195.94364453357554,Residential Biomass Stove
PH,,,,451021.54,560.4094023688248,Residential Biomass Heating
PH,,,,451021.54,728.6907263863905,Commercial Biomass Heating 
PH,,,,451021.54,0,Industry Natural Gas Heating
PH,,,,451021.54,0,Backstop for TRACMCY
PH,,,,451021.54,0,Backstop for TRACAR
PH,,,,451021.54,14222.447324240022,Biomass Extraction
PH,,,,451021.54,20695.742990478633,Coal Extraction
PH,,,,451021.54,0.7422745464365249,Geothermal Potential
PH,,,,451021.54,0.055531490670024185,Hydro Potential
PH,,,,451021.54,1336.0022853711846,Natural Gas Extraction
PH,,,,451021.54,828.8639585587769,Crude Oil Extraction
PH,,,,451021.54,0.030216195439060397,Solar Potential
PH,,,,451021.54,0.04958219,Wind Potential
PH,,,,451021.54,386840.62495862466,Light Fuel Oil Imports
PH,,,,451021.54,6621.065349007641,Coal Imports
PH,,,,451021.54,45.06236200998522,Oil Fired Gas Turbine (SCGT)
PH,,,,515453.19,900.6800175169292,Electricity Distribution
PH,,,,515453.19,8168.193074489915,Geothermal Power Plant
PH,,,,515453.19,1206.7069262403982,Gas Power Plant (CCGT)
PH,,,,515453.19,1889.2155042042464,Electricity Transmission
PH,,,,515453.19,7107.932283,Solar PV (Utility)
PH,,,,515453.19,0,CSP with Storage
PH,,,,515453.19,5847.358013741768,Large Hydropower Plant (Dam) (>100MW)
PH,,,,515453.19,320.44210818390127,Medium Hydropower Plant (10-100MW)
PH,,,,515453.19,986.7595354597017,Small Hydropower Plant (<10MW)
PH,,,,515453.19,3684.147064199191,Onshore Wind
PH,,,,515453.19,1682.6120680453373,Offshore Wind
PH,,,,515453.19,3605.6630441089283,Utility-scale PV with 2 hour storage
PH,,,,515453.19,1216.280254658793,Onshore Wind power plant with storage
PH,,,,515453.19,0.4647172500588532,Solar PV (Distributed with Storage)
PH,,,,515453.19,137.6086174963249,Off-grid Hydropower
PH,,,,515453.19,23.98190327407311,Gas Power Plant (SCGT)
PH,,,,515453.19,9815.038272790192,Coal Power Plant
PH,,,,515453.19,0,Electric Car
PH,,,,515453.19,938.2181240167799,Gasoline Motorcycle
PH,,,,515453.19,1393.5922130233635,Gasoline Car
PH,,,,515453.19,469.5421765961891,Gasoline Bus + Rail
PH,,,,515453.19,744.9355519053767,Industry Biomass Heating 
PH,,,,515453.19,62.25102106149077,Residential Electric Stove
PH,,,,515453.19,0,Residential Oil Heating
PH,,,,515453.19,0,Commercial Oil Heating
PH,,,,515453.19,2085.227832154487,Industry Coal Heating
PH,,,,515453.19,16277.686776442953,Biomass Power Plant
PH,,,,515453.19,351.11277684721586,Light Fuel Oil Power Plant
PH,,,,515453.19,76.35072815526586,Residential LPG/Kerosene Stove
PH,,,,515453.19,195.94364453357554,Residential Biomass Stove
PH,,,,515453.19,560.4094023688248,Residential Biomass Heating
PH,,,,515453.19,728.6907263863905,Commercial Biomass Heating 
PH,,,,515453.19,0,Industry Natural Gas Heating
PH,,,,515453.19,0,Backstop for TRACMCY
PH,,,,515453.19,0,Backstop for TRACAR
PH,,,,515453.19,14325.234937580452,Biomass Extraction
PH,,,,515453.19,20754.297898741188,Coal Extraction
