country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
VN,,,,513,3.34,Industry Biomass Heating 
VN,,,,513,0.0792,Residential Electric Stove
VN,,,,513,9.26,Industry Coal Heating
VN,,,,513,2.86,Biomass Power Plant
VN,,,,513,0.125,Light Fuel Oil Power Plant
VN,,,,513,0.0742,Residential LPG/Kerosene Stove
VN,,,,513,0.254,Residential Biomass Stove
VN,,,,513,0.169,Industry Natural Gas Heating
VN,,,,513,15.4,Biomass Extraction
VN,,,,513,61.5,Coal Extraction
VN,,,,513,5.41E-05,Geothermal Potential
VN,,,,513,0.0003,Hydro Potential
VN,,,,513,18.3,Natural Gas Extraction
VN,,,,513,78.7,Crude Oil Extraction
VN,,,,513,7.70E-05,Solar Potential
VN,,,,513,0.000114,Wind Potential
VN,,,,513,337,Light Fuel Oil Imports
VN,,,,513,0,Residential Oil Heating
VN,,,,513,0,Commercial Oil Heating
VN,,,,513,0.436,Coal Imports
VN,,,,513,0,Residential Biomass Heating
VN,,,,513,0,Commercial Biomass Heating 
VN,,,,615,1.49,Electricity Distribution
VN,,,,615,0.81,Geothermal Power Plant
VN,,,,615,9.34,Gas Power Plant (CCGT)
VN,,,,615,3.12,Electricity Transmission
VN,,,,615,12.4,Coal Power Plant
VN,,,,615,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,615,15,Solar PV (Utility)
VN,,,,615,0,CSP with Storage
VN,,,,615,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,615,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,615,2.87,Small Hydropower Plant (<10MW)
VN,,,,615,11.8,Onshore Wind
VN,,,,615,10.8,Offshore Wind
VN,,,,615,10.3,Utility-scale PV with 2 hour storage
VN,,,,615,3.86,Onshore Wind power plant with storage
VN,,,,615,7.96E-07,Electricity Imports
VN,,,,615,0.312,Solar PV (Distributed with Storage)
VN,,,,615,0.441,Off-grid Hydropower
VN,,,,615,2.78E-07,Electricity Exports
VN,,,,615,0.871,Gasoline Motorcycle
VN,,,,615,1.83,Gasoline Car
VN,,,,615,0.767,Gasoline Bus + Rail
VN,,,,615,3.34,Industry Biomass Heating 
VN,,,,615,0.0792,Residential Electric Stove
VN,,,,615,9.34,Industry Coal Heating
VN,,,,615,16.8,Biomass Power Plant
VN,,,,615,0.125,Light Fuel Oil Power Plant
VN,,,,615,0.0741,Residential LPG/Kerosene Stove
VN,,,,615,0.256,Residential Biomass Stove
VN,,,,615,0,Industry Natural Gas Heating
VN,,,,615,18.7,Biomass Extraction
VN,,,,615,60,Coal Extraction
VN,,,,615,5.41E-05,Geothermal Potential
VN,,,,615,0.000299,Hydro Potential
VN,,,,615,13.7,Natural Gas Extraction
VN,,,,615,79.3,Crude Oil Extraction
VN,,,,615,6.51E-05,Solar Potential
VN,,,,615,7.47E-05,Wind Potential
VN,,,,615,338,Light Fuel Oil Imports
VN,,,,615,0,Residential Oil Heating
VN,,,,615,0,Commercial Oil Heating
VN,,,,615,0.493,Coal Imports
VN,,,,615,0,Residential Biomass Heating
VN,,,,615,0,Commercial Biomass Heating 
VN,,,,718,1.45,Electricity Distribution
VN,,,,718,0.81,Geothermal Power Plant
VN,,,,718,6.5,Gas Power Plant (CCGT)
VN,,,,718,3.04,Electricity Transmission
VN,,,,718,13.3,Coal Power Plant
VN,,,,718,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,718,13.1,Solar PV (Utility)
VN,,,,718,0,CSP with Storage
VN,,,,718,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,718,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,718,3.1,Small Hydropower Plant (<10MW)
VN,,,,718,3.4,Onshore Wind
VN,,,,718,9,Offshore Wind
VN,,,,718,8.93,Utility-scale PV with 2 hour storage
VN,,,,718,3.03,Onshore Wind power plant with storage
VN,,,,718,6.99E-07,Electricity Imports
VN,,,,718,0.00212,Solar PV (Distributed with Storage)
VN,,,,718,0.441,Off-grid Hydropower
VN,,,,718,2.61E-07,Electricity Exports
VN,,,,718,0.871,Gasoline Motorcycle
VN,,,,718,1.88,Gasoline Car
VN,,,,718,0.767,Gasoline Bus + Rail
VN,,,,718,3.34,Industry Biomass Heating 
VN,,,,718,0.0682,Residential Electric Stove
VN,,,,718,9.34,Industry Coal Heating
VN,,,,718,22.5,Biomass Power Plant
VN,,,,718,0.125,Light Fuel Oil Power Plant
VN,,,,718,0.0741,Residential LPG/Kerosene Stove
VN,,,,718,0.258,Residential Biomass Stove
VN,,,,718,0,Industry Natural Gas Heating
VN,,,,718,20.2,Biomass Extraction
VN,,,,718,62,Coal Extraction
VN,,,,718,5.41E-05,Geothermal Potential
VN,,,,718,0.0003,Hydro Potential
VN,,,,718,10.5,Natural Gas Extraction
VN,,,,718,79.3,Crude Oil Extraction
VN,,,,718,5.81E-05,Solar Potential
VN,,,,718,4.61E-05,Wind Potential
VN,,,,718,339,Light Fuel Oil Imports
VN,,,,718,0,Residential Oil Heating
VN,,,,718,0,Commercial Oil Heating
VN,,,,718,0.789,Coal Imports
VN,,,,718,0,Residential Biomass Heating
VN,,,,718,0,Commercial Biomass Heating 
VN,,,,820,1.42,Electricity Distribution
VN,,,,820,0.81,Geothermal Power Plant
VN,,,,820,4.65,Gas Power Plant (CCGT)
VN,,,,820,3,Electricity Transmission
VN,,,,820,18.8,Coal Power Plant
VN,,,,820,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,820,10.9,Solar PV (Utility)
VN,,,,820,0,CSP with Storage
VN,,,,820,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,820,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,820,2.86,Small Hydropower Plant (<10MW)
VN,,,,820,0.531,Onshore Wind
VN,,,,820,3.85,Offshore Wind
VN,,,,820,6.95,Utility-scale PV with 2 hour storage
VN,,,,820,1.42,Onshore Wind power plant with storage
VN,,,,820,6.92E-07,Electricity Imports
VN,,,,820,0.00212,Solar PV (Distributed with Storage)
VN,,,,820,0.441,Off-grid Hydropower
VN,,,,820,2.38E-07,Electricity Exports
VN,,,,820,0.871,Gasoline Motorcycle
VN,,,,820,1.98,Gasoline Car
VN,,,,820,0.767,Gasoline Bus + Rail
VN,,,,820,3.34,Industry Biomass Heating 
VN,,,,820,0.0667,Residential Electric Stove
VN,,,,820,9.34,Industry Coal Heating
VN,,,,820,20.7,Biomass Power Plant
VN,,,,820,0.125,Light Fuel Oil Power Plant
VN,,,,820,0.0741,Residential LPG/Kerosene Stove
VN,,,,820,0.259,Residential Biomass Stove
VN,,,,820,0,Industry Natural Gas Heating
VN,,,,820,20.1,Biomass Extraction
VN,,,,820,67.3,Coal Extraction
VN,,,,820,5.41E-05,Geothermal Potential
VN,,,,820,0.000299,Hydro Potential
VN,,,,820,8.18,Natural Gas Extraction
VN,,,,820,79.6,Crude Oil Extraction
VN,,,,820,4.98E-05,Solar Potential
VN,,,,820,1.80E-05,Wind Potential
VN,,,,820,339,Light Fuel Oil Imports
VN,,,,820,0,Residential Oil Heating
VN,,,,820,0,Commercial Oil Heating
VN,,,,820,2.31,Coal Imports
VN,,,,820,0.0353,Residential Biomass Heating
VN,,,,820,0.0441,Commercial Biomass Heating 
VN,,,,909,1.42,Electricity Distribution
VN,,,,909,0.81,Geothermal Power Plant
VN,,,,909,3.54,Gas Power Plant (CCGT)
VN,,,,909,2.98,Electricity Transmission
VN,,,,909,21.9,Coal Power Plant
VN,,,,909,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,909,7.28,Solar PV (Utility)
VN,,,,909,0,CSP with Storage
VN,,,,909,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,909,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,909,2.85,Small Hydropower Plant (<10MW)
VN,,,,909,0.414,Onshore Wind
VN,,,,909,2.12,Offshore Wind
VN,,,,909,3.65,Utility-scale PV with 2 hour storage
VN,,,,909,0.172,Onshore Wind power plant with storage
VN,,,,909,7.18E-07,Electricity Imports
VN,,,,909,0.00212,Solar PV (Distributed with Storage)
VN,,,,909,0.441,Off-grid Hydropower
VN,,,,909,2.54E-07,Electricity Exports
VN,,,,909,0.871,Gasoline Motorcycle
VN,,,,909,1.98,Gasoline Car
VN,,,,909,0.767,Gasoline Bus + Rail
VN,,,,909,3.34,Industry Biomass Heating 
VN,,,,909,0.0674,Residential Electric Stove
VN,,,,909,9.34,Industry Coal Heating
VN,,,,909,21.6,Biomass Power Plant
VN,,,,909,0.125,Light Fuel Oil Power Plant
VN,,,,909,0.0741,Residential LPG/Kerosene Stove
VN,,,,909,0.259,Residential Biomass Stove
VN,,,,909,0,Industry Natural Gas Heating
VN,,,,909,21,Biomass Extraction
VN,,,,909,68.5,Coal Extraction
VN,,,,909,5.41E-05,Geothermal Potential
VN,,,,909,0.000299,Hydro Potential
VN,,,,909,7.02,Natural Gas Extraction
VN,,,,909,79.6,Crude Oil Extraction
VN,,,,909,3.53E-05,Solar Potential
VN,,,,909,9.54E-06,Wind Potential
VN,,,,909,339,Light Fuel Oil Imports
VN,,,,909,0,Residential Oil Heating
VN,,,,909,0,Commercial Oil Heating
VN,,,,909,4.43,Coal Imports
VN,,,,909,0.156,Residential Biomass Heating
VN,,,,909,0.176,Commercial Biomass Heating 
VN,,,,1030,0.441,Electricity Distribution
VN,,,,1030,0.564,Geothermal Power Plant
VN,,,,1030,0.71,Gas Power Plant (CCGT)
VN,,,,1030,0.981,Electricity Transmission
VN,,,,1030,21.5,Coal Power Plant
VN,,,,1030,3.31,Oil Fired Gas Turbine (SCGT)
VN,,,,1030,4.23,Solar PV (Utility)
VN,,,,1030,0,CSP with Storage
VN,,,,1030,4.71,Large Hydropower Plant (Dam) (>100MW)
VN,,,,1030,1.07,Medium Hydropower Plant (10-100MW)
VN,,,,1030,2.72,Small Hydropower Plant (<10MW)
VN,,,,1030,0.215,Onshore Wind
VN,,,,1030,0,Offshore Wind
VN,,,,1030,0,Utility-scale PV with 2 hour storage
VN,,,,1030,0,Onshore Wind power plant with storage
VN,,,,1030,6.80E-07,Electricity Imports
VN,,,,1030,0.000806,Solar PV (Distributed with Storage)
VN,,,,1030,0.423,Off-grid Hydropower
VN,,,,1030,2.75E-07,Electricity Exports
VN,,,,1030,0,Gasoline Motorcycle
VN,,,,1030,0,Gasoline Car
VN,,,,1030,0,Gasoline Bus + Rail
VN,,,,1030,0,Industry Biomass Heating 
VN,,,,1030,0,Residential Electric Stove
VN,,,,1030,0,Industry Coal Heating
VN,,,,1030,18.4,Biomass Power Plant
VN,,,,1030,0.052,Light Fuel Oil Power Plant
VN,,,,1030,0,Residential LPG/Kerosene Stove
VN,,,,1030,0,Residential Biomass Stove
VN,,,,1030,0,Industry Natural Gas Heating
VN,,,,1030,20.6,Biomass Extraction
VN,,,,1030,70.5,Coal Extraction
VN,,,,1030,5.41E-05,Geothermal Potential
VN,,,,1030,0.000299,Hydro Potential
VN,,,,1030,4.99,Natural Gas Extraction
VN,,,,1030,79.7,Crude Oil Extraction
VN,,,,1030,2.32E-05,Solar Potential
VN,,,,1030,1.43E-06,Wind Potential
VN,,,,1030,338,Light Fuel Oil Imports
VN,,,,1030,0,Residential Oil Heating
VN,,,,1030,0,Commercial Oil Heating
VN,,,,1030,9.39,Coal Imports
VN,,,,1030,0,Residential Biomass Heating
VN,,,,1030,0,Commercial Biomass Heating 
SG,,,,38.7,0.331,Electricity Distribution
SG,,,,38.7,13.3,Gas Power Plant (CCGT)
SG,,,,38.7,0.707,Electricity Transmission
SG,,,,38.7,0.431,Solar PV (Utility)
SG,,,,38.7,3.4,Distributed solar without storage
SG,,,,38.7,0.796,Light Fuel Oil Power Plant
SG,,,,38.7,0.516,Floating Solar PV
SG,,,,38.7,7.91,Gas Power Plant (Steam Turbine)
SG,,,,38.7,0.076,Coal Power Plant
SG,,,,38.7,0.00207,Electric Car
SG,,,,38.7,0.017,Electric Bus + Rail
SG,,,,38.7,0.0365,Gasoline Motorcycle
SG,,,,38.7,0.000732,Gasoline Car
SG,,,,38.7,0.00209,Residential Electric Stove
SG,,,,38.7,0.00273,Residential Oil Heating
SG,,,,38.7,0.0298,Commercial Oil Heating
SG,,,,38.7,0.152,Industry Coal Heating
SG,,,,38.7,0.139,Biomass Power Plant
SG,,,,38.7,0.563,Industry Natural Gas Heating
SG,,,,38.7,0.0887,Gas Power Plant (SCGT)
SG,,,,38.7,0.863,Industry Oil Heating
SG,,,,38.7,1.37E-05,Solar Potential
SG,,,,38.7,0.745,Coal Imports
SG,,,,38.7,5.41,Light Fuel Oil Imports
SG,,,,39.5,0.332,Electricity Distribution
SG,,,,39.5,12.8,Gas Power Plant (CCGT)
SG,,,,39.5,0.708,Electricity Transmission
SG,,,,39.5,0.431,Solar PV (Utility)
SG,,,,39.5,2.88,Distributed solar without storage
SG,,,,39.5,0.796,Light Fuel Oil Power Plant
SG,,,,39.5,0.516,Floating Solar PV
SG,,,,39.5,7.91,Gas Power Plant (Steam Turbine)
SG,,,,39.5,0.076,Coal Power Plant
SG,,,,39.5,0.00207,Electric Car
SG,,,,39.5,0.017,Electric Bus + Rail
SG,,,,39.5,0.0365,Gasoline Motorcycle
SG,,,,39.5,0.000732,Gasoline Car
SG,,,,39.5,0.00253,Residential Electric Stove
SG,,,,39.5,0.00273,Residential Oil Heating
SG,,,,39.5,0.0298,Commercial Oil Heating
SG,,,,39.5,0.153,Industry Coal Heating
SG,,,,39.5,0.139,Biomass Power Plant
SG,,,,39.5,0.561,Industry Natural Gas Heating
SG,,,,39.5,0.0887,Gas Power Plant (SCGT)
SG,,,,39.5,0.863,Industry Oil Heating
SG,,,,39.5,1.23E-05,Solar Potential
SG,,,,39.5,0.751,Coal Imports
SG,,,,39.5,5.41,Light Fuel Oil Imports
MY,,,,0,1.44,Electricity Distribution
MY,,,,0,0.554,Geothermal Power Plant
MY,,,,0,16.8,Gas Power Plant (CCGT)
MY,,,,0,3.16,Electricity Transmission
MY,,,,0,15.2,Solar PV (Utility)
MY,,,,0,204,CSP with Storage
MY,,,,0,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,0,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,0,0.0439,Small Hydropower Plant (<10MW)
MY,,,,0,0.0677,Onshore Wind
MY,,,,0,26,Offshore Wind
MY,,,,0,37,Utility-scale PV with 2 hour storage
MY,,,,0,7.27E-09,Electricity Imports
MY,,,,0,21.5,Distributed solar without storage
MY,,,,0,0.00468,Off-grid Hydropower
MY,,,,0,6.82E-07,Electricity Exports
MY,,,,0,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,0,7.04,Coal Power Plant
MY,,,,0,0.00566,Oil Fired Gas Turbine (SCGT)
MY,,,,0,0.618,Biomass Power Plant
MY,,,,0,0.0172,Light Fuel Oil Power Plant
MY,,,,0,0.615,Biomass Extraction
MY,,,,0,3.70E-05,Geothermal Potential
MY,,,,0,0.000191,Hydro Potential
MY,,,,0,32,Natural Gas Extraction
MY,,,,0,136,Crude Oil Extraction
MY,,,,0,0.000387,Solar Potential
MY,,,,0,4.03E-05,Wind Potential
MY,,,,0,30.5,Coal Imports
MY,,,,0,476,Light Fuel Oil Imports
MY,,,,74.3,1.24,Electricity Distribution
MY,,,,74.3,0.554,Geothermal Power Plant
MY,,,,74.3,17.9,Gas Power Plant (CCGT)
MY,,,,74.3,2.75,Electricity Transmission
MY,,,,74.3,15.6,Solar PV (Utility)
MY,,,,74.3,151,CSP with Storage
MY,,,,74.3,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,74.3,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,74.3,0.0439,Small Hydropower Plant (<10MW)
MY,,,,74.3,0.27,Onshore Wind
MY,,,,74.3,18.1,Offshore Wind
MY,,,,74.3,17,Utility-scale PV with 2 hour storage
MY,,,,74.3,6.97E-09,Electricity Imports
MY,,,,74.3,21.3,Distributed solar without storage
MY,,,,74.3,0.00468,Off-grid Hydropower
MY,,,,74.3,6.42E-07,Electricity Exports
MY,,,,74.3,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,74.3,8.39,Coal Power Plant
MY,,,,74.3,0.00566,Oil Fired Gas Turbine (SCGT)
MY,,,,74.3,0.618,Biomass Power Plant
MY,,,,74.3,0.0172,Light Fuel Oil Power Plant
MY,,,,74.3,0.615,Biomass Extraction
MY,,,,74.3,3.71E-05,Geothermal Potential
MY,,,,74.3,0.000191,Hydro Potential
MY,,,,74.3,34.7,Natural Gas Extraction
MY,,,,74.3,137,Crude Oil Extraction
MY,,,,74.3,0.000322,Solar Potential
MY,,,,74.3,3.60E-05,Wind Potential
MY,,,,74.3,32.5,Coal Imports
MY,,,,74.3,494,Light Fuel Oil Imports
MY,,,,143,0.986,Electricity Distribution
MY,,,,143,0.554,Geothermal Power Plant
MY,,,,143,19.8,Gas Power Plant (CCGT)
MY,,,,143,2.21,Electricity Transmission
MY,,,,143,15.4,Solar PV (Utility)
MY,,,,143,95.3,CSP with Storage
MY,,,,143,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,143,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,143,0.0439,Small Hydropower Plant (<10MW)
MY,,,,143,0.175,Onshore Wind
MY,,,,143,12.7,Offshore Wind
MY,,,,143,14.1,Utility-scale PV with 2 hour storage
MY,,,,143,7.70E-09,Electricity Imports
MY,,,,143,19.6,Distributed solar without storage
MY,,,,143,0.00468,Off-grid Hydropower
MY,,,,143,6.63E-07,Electricity Exports
MY,,,,143,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,143,8.63,Coal Power Plant
MY,,,,143,0.00566,Oil Fired Gas Turbine (SCGT)
MY,,,,143,0.618,Biomass Power Plant
MY,,,,143,0.0172,Light Fuel Oil Power Plant
MY,,,,143,0.615,Biomass Extraction
MY,,,,143,3.71E-05,Geothermal Potential
MY,,,,143,0.000191,Hydro Potential
MY,,,,143,40.9,Natural Gas Extraction
MY,,,,143,132,Crude Oil Extraction
MY,,,,143,0.000246,Solar Potential
MY,,,,143,3.10E-05,Wind Potential
MY,,,,143,33.2,Coal Imports
MY,,,,143,515,Light Fuel Oil Imports
MY,,,,193,0.816,Electricity Distribution
MY,,,,193,0.554,Geothermal Power Plant
MY,,,,193,19.9,Gas Power Plant (CCGT)
MY,,,,193,1.85,Electricity Transmission
MY,,,,193,15.4,Solar PV (Utility)
MY,,,,193,52.3,CSP with Storage
MY,,,,193,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,193,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,193,0.0439,Small Hydropower Plant (<10MW)
MY,,,,193,0.119,Onshore Wind
MY,,,,193,10.4,Offshore Wind
MY,,,,193,13.7,Utility-scale PV with 2 hour storage
MY,,,,193,6.47E-09,Electricity Imports
MY,,,,193,18.6,Distributed solar without storage
MY,,,,193,0.00468,Off-grid Hydropower
MY,,,,193,6.75E-07,Electricity Exports
MY,,,,193,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,193,8.96,Coal Power Plant
MY,,,,193,0.00566,Oil Fired Gas Turbine (SCGT)
MY,,,,193,0.676,Biomass Power Plant
MY,,,,193,0.0172,Light Fuel Oil Power Plant
MY,,,,193,0.617,Biomass Extraction
MY,,,,193,3.71E-05,Geothermal Potential
MY,,,,193,0.000191,Hydro Potential
MY,,,,193,41.9,Natural Gas Extraction
MY,,,,193,129,Crude Oil Extraction
MY,,,,193,0.000189,Solar Potential
MY,,,,193,2.55E-05,Wind Potential
MY,,,,193,35.5,Coal Imports
MY,,,,193,530,Light Fuel Oil Imports
MY,,,,264,0.713,Electricity Distribution
MY,,,,264,0.554,Geothermal Power Plant
MY,,,,264,19.4,Gas Power Plant (CCGT)
MY,,,,264,1.63,Electricity Transmission
MY,,,,264,15.3,Solar PV (Utility)
MY,,,,264,21.1,CSP with Storage
MY,,,,264,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,264,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,264,0.0439,Small Hydropower Plant (<10MW)
MY,,,,264,0.119,Onshore Wind
MY,,,,264,8.87,Offshore Wind
MY,,,,264,11.9,Utility-scale PV with 2 hour storage
MY,,,,264,6.42E-09,Electricity Imports
MY,,,,264,16.3,Distributed solar without storage
MY,,,,264,0.00468,Off-grid Hydropower
MY,,,,264,7.34E-07,Electricity Exports
MY,,,,264,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,264,9.47,Coal Power Plant
MY,,,,264,0.383,Oil Fired Gas Turbine (SCGT)
MY,,,,264,1.81,Biomass Power Plant
MY,,,,264,0.0172,Light Fuel Oil Power Plant
MY,,,,264,0.851,Biomass Extraction
MY,,,,264,3.71E-05,Geothermal Potential
MY,,,,264,0.000191,Hydro Potential
MY,,,,264,42.9,Natural Gas Extraction
MY,,,,264,129,Crude Oil Extraction
MY,,,,264,0.000143,Solar Potential
MY,,,,264,2.18E-05,Wind Potential
MY,,,,264,37.4,Coal Imports
MY,,,,264,543,Light Fuel Oil Imports
MY,,,,372,0.662,Electricity Distribution
MY,,,,372,0.554,Geothermal Power Plant
MY,,,,372,19.2,Gas Power Plant (CCGT)
MY,,,,372,1.53,Electricity Transmission
MY,,,,372,15.3,Solar PV (Utility)
MY,,,,372,0,CSP with Storage
MY,,,,372,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,372,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,372,0.0439,Small Hydropower Plant (<10MW)
MY,,,,372,0.119,Onshore Wind
MY,,,,372,6.87,Offshore Wind
MY,,,,372,11.2,Utility-scale PV with 2 hour storage
MY,,,,372,6.52E-09,Electricity Imports
MY,,,,372,12.7,Distributed solar without storage
MY,,,,372,0.00468,Off-grid Hydropower
MY,,,,372,7.27E-07,Electricity Exports
MY,,,,372,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,372,10,Coal Power Plant
MY,,,,372,0.159,Oil Fired Gas Turbine (SCGT)
MY,,,,372,3.57,Biomass Power Plant
MY,,,,372,0.0172,Light Fuel Oil Power Plant
MY,,,,372,1.24,Biomass Extraction
MY,,,,372,3.71E-05,Geothermal Potential
MY,,,,372,0.000191,Hydro Potential
MY,,,,372,42.8,Natural Gas Extraction
MY,,,,372,121,Crude Oil Extraction
MY,,,,372,0.000106,Solar Potential
MY,,,,372,1.72E-05,Wind Potential
MY,,,,372,39.3,Coal Imports
MY,,,,372,563,Light Fuel Oil Imports
MY,,,,446,0.69,Electricity Distribution
MY,,,,446,0.554,Geothermal Power Plant
MY,,,,446,14.1,Gas Power Plant (CCGT)
MY,,,,446,1.58,Electricity Transmission
MY,,,,446,15.4,Solar PV (Utility)
MY,,,,446,0,CSP with Storage
MY,,,,446,24.9,Large Hydropower Plant (Dam) (>100MW)
MY,,,,446,0.902,Medium Hydropower Plant (10-100MW)
MY,,,,446,0.0439,Small Hydropower Plant (<10MW)
MY,,,,446,0.119,Onshore Wind
MY,,,,446,4.96,Offshore Wind
MY,,,,446,11.1,Utility-scale PV with 2 hour storage
MY,,,,446,6.64E-09,Electricity Imports
MY,,,,446,6.09,Distributed solar without storage
MY,,,,446,0.00468,Off-grid Hydropower
MY,,,,446,7.65E-07,Electricity Exports
MY,,,,446,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,446,10.5,Coal Power Plant
MY,,,,446,1.21,Oil Fired Gas Turbine (SCGT)
MY,,,,446,15.7,Biomass Power Plant
MY,,,,446,0.0172,Light Fuel Oil Power Plant
MY,,,,446,3.84,Biomass Extraction
MY,,,,446,3.71E-05,Geothermal Potential
MY,,,,446,0.000187,Hydro Potential
MY,,,,446,30.6,Natural Gas Extraction
MY,,,,446,116,Crude Oil Extraction
MY,,,,446,9.13E-05,Solar Potential
MY,,,,446,1.26E-05,Wind Potential
MY,,,,446,40.7,Coal Imports
MY,,,,446,579,Light Fuel Oil Imports
MY,,,,520,0.742,Electricity Distribution
MY,,,,520,0.554,Geothermal Power Plant
MY,,,,520,11.8,Gas Power Plant (CCGT)
MY,,,,520,1.69,Electricity Transmission
MY,,,,520,14.4,Solar PV (Utility)
MY,,,,520,0,CSP with Storage
MY,,,,520,25.2,Large Hydropower Plant (Dam) (>100MW)
MY,,,,520,0.902,Medium Hydropower Plant (10-100MW)
MY,,,,520,0.04,Small Hydropower Plant (<10MW)
MY,,,,520,0.119,Onshore Wind
MY,,,,520,0.0405,Offshore Wind
MY,,,,520,10.8,Utility-scale PV with 2 hour storage
MY,,,,520,5.99E-09,Electricity Imports
MY,,,,520,0.00262,Distributed solar without storage
MY,,,,520,0.00429,Off-grid Hydropower
MY,,,,520,7.54E-07,Electricity Exports
MY,,,,520,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,520,10,Coal Power Plant
MY,,,,520,1.95,Oil Fired Gas Turbine (SCGT)
MY,,,,520,23.1,Biomass Power Plant
MY,,,,520,0.0172,Light Fuel Oil Power Plant
MY,,,,520,5.55,Biomass Extraction
MY,,,,520,3.71E-05,Geothermal Potential
MY,,,,520,0.000189,Hydro Potential
MY,,,,520,26.8,Natural Gas Extraction
MY,,,,520,108,Crude Oil Extraction
MY,,,,520,7.34E-05,Solar Potential
MY,,,,520,2.85E-07,Wind Potential
MY,,,,520,41.1,Coal Imports
MY,,,,520,589,Light Fuel Oil Imports
MY,,,,595,0.745,Electricity Distribution
MY,,,,595,0.554,Geothermal Power Plant
MY,,,,595,8.4,Gas Power Plant (CCGT)
MY,,,,595,1.69,Electricity Transmission
MY,,,,595,12.9,Solar PV (Utility)
MY,,,,595,0,CSP with Storage
MY,,,,595,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,595,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,595,0.04,Small Hydropower Plant (<10MW)
MY,,,,595,0.119,Onshore Wind
MY,,,,595,0,Offshore Wind
MY,,,,595,8.99,Utility-scale PV with 2 hour storage
MY,,,,595,5.68E-09,Electricity Imports
MY,,,,595,0.00262,Distributed solar without storage
MY,,,,595,0.00429,Off-grid Hydropower
MY,,,,595,7.24E-07,Electricity Exports
MY,,,,595,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,595,11.5,Coal Power Plant
MY,,,,595,3.91,Oil Fired Gas Turbine (SCGT)
MY,,,,595,25.2,Biomass Power Plant
MY,,,,595,0.0172,Light Fuel Oil Power Plant
MY,,,,595,6.12,Biomass Extraction
MY,,,,595,3.71E-05,Geothermal Potential
MY,,,,595,0.000191,Hydro Potential
MY,,,,595,21.7,Natural Gas Extraction
MY,,,,595,73.6,Crude Oil Extraction
MY,,,,595,6.70E-05,Solar Potential
MY,,,,595,2.58E-07,Wind Potential
MY,,,,595,44,Coal Imports
MY,,,,595,625,Light Fuel Oil Imports
MY,,,,743,0.784,Electricity Distribution
MY,,,,743,0.554,Geothermal Power Plant
MY,,,,743,5.32,Gas Power Plant (CCGT)
MY,,,,743,1.78,Electricity Transmission
MY,,,,743,10,Solar PV (Utility)
MY,,,,743,0,CSP with Storage
MY,,,,743,25.4,Large Hydropower Plant (Dam) (>100MW)
MY,,,,743,0.983,Medium Hydropower Plant (10-100MW)
MY,,,,743,0.033,Small Hydropower Plant (<10MW)
MY,,,,743,0.119,Onshore Wind
MY,,,,743,0,Offshore Wind
MY,,,,743,5.91,Utility-scale PV with 2 hour storage
MY,,,,743,4.57E-09,Electricity Imports
MY,,,,743,0.00262,Distributed solar without storage
MY,,,,743,0.00392,Off-grid Hydropower
MY,,,,743,7.77E-07,Electricity Exports
MY,,,,743,0.0912,Gas Power Plant (Steam Turbine)
MY,,,,743,17,Coal Power Plant
MY,,,,743,3.88,Oil Fired Gas Turbine (SCGT)
MY,,,,743,26.4,Biomass Power Plant
MY,,,,743,0.0172,Light Fuel Oil Power Plant
